time,Power_lower_kW,Power_upper_kW,Capacity_lower_kWh,Capacity_upper_kWh,Ref_driving_energy_kWh
2026-01-07 14:30:00+01:00,0.0,700.0,1642.6268,1728.3768,12.39487237282973
2026-01-07 14:45:00+01:00,0.0,1750.0,1728.3768,1728.3768,18.362927131835526
2026-01-07 15:00:00+01:00,0.0,1750.0,1728.3768,2056.1544,18.362927131835526
2026-01-07 15:15:00+01:00,0.0,1750.0,2056.1544,2056.1544,13.200898488799364
2026-01-07 15:30:00+01:00,0.0,1750.0,2056.1544,2305.3104000000003,13.200898488799364
2026-01-07 15:45:00+01:00,0.0,2100.0,2305.3104000000003,2305.3104000000003,14.331011085562206
2026-01-07 16:00:00+01:00,0.0,2100.0,2305.3104000000003,2455.2960000000003,14.331011085562206
2026-01-07 16:15:00+01:00,0.0,2100.0,2455.2960000000003,2455.2960000000003,14.331011085562206
2026-01-07 16:30:00+01:00,0.0,2100.0,2455.2960000000003,2499.5972,14.331011085562206
2026-01-07 16:45:00+01:00,0.0,2450.0,2499.5972,2499.5972,17.584450239001363
2026-01-07 17:00:00+01:00,0.0,2800.0,2499.5972,2585.3472,17.893970301263558
2026-01-07 17:15:00+01:00,0.0,2800.0,2585.3472,2671.0972,17.893970301263558
2026-01-07 17:30:00+01:00,0.0,2800.0,2671.0972,2756.8472,17.893970301263558
2026-01-07 17:45:00+01:00,0.0,3150.0,2756.8472,2814.2688000000003,20.43825601554927
2026-01-07 18:00:00+01:00,0.0,3150.0,2814.2688000000003,2900.6908,20.43825601554927
2026-01-07 18:15:00+01:00,0.0,3150.0,2900.6908,2900.6908,20.43825601554927
2026-01-07 18:30:00+01:00,0.0,3150.0,2900.6908,2924.6504,20.43825601554927
2026-01-07 18:45:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 19:00:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 19:15:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 19:30:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 19:45:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 20:00:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 20:15:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 20:30:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 20:45:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 21:00:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 21:15:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 21:30:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 21:45:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 22:00:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 22:15:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 22:30:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 22:45:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 23:00:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 23:15:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 23:30:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-07 23:45:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-08 00:00:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-08 00:15:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
2026-01-08 00:30:00+01:00,0.0,3150.0,2924.6504,2924.6504,20.43825601554927
